q_f,delta_jfi
0.008097975787067169,3.5351923866611124e-05
0.0,-2.6375969955805267e-05
0.0,-2.148217398989516e-05
0.0,-1.6632457220389085e-05
0.005891624946362861,2.56915175643746e-05
0.0,-1.6530381195978272e-05
0.0,-1.175413840415196e-05
0.004786690449958386,2.0861666707117088e-05
0.0,-1.1682382372368849e-05
0.004757743409711024,2.073520651491023e-05
0.0,-1.161128141036194e-05
0.0,-6.935906773253286e-06
0.0,-2.3026512726564974e-06
0.0005262712188967011,2.2887380356495513e-06
0.0015716219529154918,6.838514113871597e-06
0.0026063913271715533,1.1346929906896897e-05
0.003630667939727883,1.5814238308653472e-05
0.0046445398007207706,2.024069212791524e-05
0.0,-1.1333271064728478e-05
0.0,-6.7701990779100996e-06
0.0035874810902096765,1.562578927105651e-05
0.0,-6.729700047114484e-06
0.003566175876193567,1.5532825389907856e-05
0.0045622655538940515,1.9881323693460295e-05
0.0055483193604799474,2.4190297631232482e-05
0.0,-1.555931448227188e-05
0.0,-1.1065127017095833e-05
0.004508623670377743,1.9647035511827227e-05
0.005483262905153663,2.390587465983529e-05
0.0,-1.5375390108318676e-05
0.005451162507855267,2.3765540478226654e-05
0.0,-1.5284648444913174e-05
0.005419342900874424,2.3626438305446307e-05
0.0063731672951503615,2.7798098379383518e-05
0.007317473574519728,3.193207656959629e-05
0.00825234003634101,3.6028604750937276e-05
0.0,-2.808812548438233e-05
0.008204701406313575,3.581976180400126e-05
0.009125008120984601,3.985606965473121e-05
0.0,-3.2169662681047484e-05
0.009072625956892733,3.9626229844769156e-05
0.009978657265130586,4.3603381599255364e-05
0.0,-3.618995492504773e-05
0.009921693226747963,4.3353222742625874e-05
0.0,-3.597970736424205e-05
0.009865214660046084,4.310521005479462e-05
0.0,-3.577128641851779e-05
0.00980921607462848,4.285931906156115e-05
0.010691468289951045,4.673492479756458e-05
0.0,-3.96871348788963e-05
0.0,-3.535984029445771e-05
0.009698637270598054,4.23738059933676e-05
0.0,-3.5156773830924415e-05
0.0,-3.0890232841529475e-05
0.008718241594987908,3.807159914037683e-05
0.0,-3.071370534135642e-05
0.008669312325884637,3.7856997488816546e-05
0.0,-3.053868657065806e-05
0.008620793144618943,3.764420492380349e-05
0.009483006273915406,4.142720119926224e-05
0.0,-3.4361750612554864e-05
0.0,-3.0193106891229782e-05
0.0,-2.6058523420080526e-05
0.0,-2.195781811387132e-05
0.006718729397033774,2.9310442039243156e-05
0.0075788332216667476,3.307695006149469e-05
0.0,-2.5765894706153425e-05
0.0,-2.1711740050167627e-05
0.00664447926238132,2.898544385743218e-05
0.0074952944983173175,3.271097988000182e-05
0.008338038765749234,3.640432458973386e-05
0.00917277472694511,4.006566814407364e-05
0.0,-3.3218836931414586e-05
0.0,-2.9190843545578993e-05
0.00824686836354871,3.6004616979612436e-05
0.009072735371876917,3.96267099176395e-05
0.0,-3.285051267154504e-05
0.009023327239571999,3.940993052431452e-05
0.0,-3.266864322759577e-05
0.008974320921369294,3.919492477666431e-05
0.009783776037501468,4.27476159049478e-05
0.01058560724018387,4.626971015986303e-05
0.0,-4.0013758735635285e-05
0.010528563793350099,4.6019048921430716e-05
0.011318706654794952,4.9492394408656715e-05
0.0,-4.351877731156861e-05
0.011258030855865186,4.9225574627054236e-05
0.0,-4.3280392720279615e-05
0.0,-3.9359277955730576e-05
0.01036016738492207,4.527916298291412e-05
0.011138130635841126,4.8698365592625414e-05
0.0,-4.2809461092252477e-05
0.011078895973707925,4.843793053699308e-05
0.0,-4.257687180475589e-05
0.01102013156179038,4.817957842861986e-05
0.0,-4.234617251097639e-05
0.0,-3.8511318831813135e-05
0.010141839303781874,4.432007887800182e-05
0.010903993739396323,4.766903476249862e-05
0.011659118012460667,5.098964559202557e-05
0.0,-4.546620925482969e-05
0.011597914276845644,5.072041160181229e-05
0.0,-4.522203151391402e-05
0.011537190095622263,5.0453303637176816e-05
0.012277836206157633,5.37123109408677e-05
0.013011667947789851,5.6943744554338593e-05
0.0,-5.2023284167423967e-05
0.012944055757551531,5.664591329679336e-05
0.013667523826013217,5.9833844724299645e-05
0.0,-5.5232775261204736e-05
0.013596862018169675,5.952237343598288e-05
0.0,-5.493921669341706e-05
0.013526745248032213,5.92133266821282e-05
0.014236537128272553,6.234282098560584e-05
0.014939823065865943,6.544585366097255e-05
0.0,-6.151680977406482e-05
0.0,-5.778091800912044e-05
0.014091001298962125,6.170096541502357e-05
0.0,-5.747648762988167e-05
0.01401906637013739,6.13837463298017e-05
0.014712168551299976,6.44411557726432e-05
0.015398963142479682,6.74728634074695e-05
0.0,-6.391573141273366e-05
0.015320933061211628,6.712830985977636e-05
0.01599821804061463,7.01198739008202e-05
0.01666933619687394,7.308623085455768e-05
0.017334333030747717,7.602752901170184e-05
0.017993253771702133,7.894391636964482e-05
0.0,-7.68679539367989e-05
0.0,-7.317922175198444e-05
0.017161032403247733,7.526082413822355e-05
0.01781380481935735,7.814948032214275e-05
0.0,-7.607137971343825e-05
0.0,-7.242219632974667e-05
0.0,-6.879875031673421e-05
0.0,-6.520092834727542e-05
0.015523198788551906,6.802150092011239e-05
0.0,-6.486529267080154e-05
0.0,-6.13119287143915e-05
0.0,-5.7783767107855155e-05
0.0,-5.428069489687992e-05
0.013262755410248794,5.804996178959687e-05
0.0,-5.4003459747153926e-05
0.013197044092788324,5.776042993177466e-05
